controle_id,execution_id,piece_id,cause_rebut_id,date_controle,resultat,nb_controles,nb_conformes,nb_non_conformes,dimension_mesuree,dimension_cible,tolerance_plus,tolerance_moins,rugosite_mesuree,commentaire
13543,13543,1,8,2025-08-31T15:52:00,NON_CONFORME,2,1,1,97.25,97.245,0.01,-0.01,1.125,
13544,13544,1,2,2025-08-29T06:38:00,NON_CONFORME,8,6,2,78.576,78.577,0.02,-0.02,2.456,
13545,13545,1,2,2025-08-31T13:56:00,NON_CONFORME,7,4,3,14.242,14.246,0.01,-0.01,4.773,
13546,13546,1,4,2025-08-30T10:38:00,NON_CONFORME,6,3,3,99.877,99.873,0.02,-0.02,3.991,
13547,13547,1,5,2025-09-01T17:01:00,NON_CONFORME,8,5,3,36.994,36.967,0.05,-0.05,3.1,
13548,13548,1,6,2025-11-25T14:43:00,NON_CONFORME,2,0,3,92.273,92.268,0.01,-0.01,2.701,
13549,13549,1,5,2025-11-20T19:03:00,NON_CONFORME,6,4,2,45.712,45.713,0.1,-0.1,1.819,
13550,13550,1,,2025-11-24T14:22:00,CONFORME,10,10,0,89.259,89.256,0.01,-0.01,4.992,
13551,13551,1,7,2025-11-21T16:05:00,NON_CONFORME,6,3,3,29.843,29.844,0.01,-0.01,1.731,
13552,13552,1,6,2025-11-20T13:43:00,NON_CONFORME,9,8,1,58.201,58.233,0.05,-0.05,1.267,
13553,13553,1,9,2025-11-25T13:16:00,NON_CONFORME,3,0,4,17.177,17.17,0.1,-0.1,3.714,
13554,13554,1,11,2025-04-17T09:30:00,NON_CONFORME,7,6,1,20.508,20.512,0.05,-0.05,5.575,
13555,13555,1,10,2025-04-17T17:57:00,NON_CONFORME,2,0,2,69.245,69.236,0.02,-0.02,0.734,
13556,13556,1,5,2025-04-17T16:35:00,NON_CONFORME,6,5,1,23.01,23.08,0.1,-0.1,4.438,
13557,13557,1,8,2025-04-16T13:04:00,NON_CONFORME,10,8,2,91.249,91.228,0.05,-0.05,2.884,
13558,13558,1,7,2025-04-15T09:05:00,NON_CONFORME,4,2,2,13.82,13.851,0.05,-0.05,1.944,
13559,13559,1,3,2025-04-16T06:20:00,NON_CONFORME,4,3,1,80.85,80.855,0.02,-0.02,3.243,
13560,13560,1,10,2025-01-08T16:44:00,NON_CONFORME,10,6,4,29.527,29.523,0.01,-0.01,2.748,
13561,13561,1,2,2025-01-08T14:40:00,NON_CONFORME,7,1,6,40.026,40.009,0.1,-0.1,4.115,
13562,13562,1,7,2025-01-08T06:20:00,NON_CONFORME,1,0,4,93.899,93.892,0.05,-0.05,3.246,
13563,13563,1,10,2026-02-16T12:20:00,NON_CONFORME,10,7,3,73.525,73.533,0.02,-0.02,2.054,
13564,13564,1,11,2026-02-15T14:39:00,NON_CONFORME,8,7,1,73.783,73.783,0.01,-0.01,6.257,
13565,13565,1,5,2026-02-11T16:59:00,NON_CONFORME,5,2,3,35.121,35.17,0.1,-0.1,2.882,
13566,13566,1,9,2026-02-11T13:23:00,NON_CONFORME,5,2,3,11.09,11.102,0.02,-0.02,5.309,
13567,13567,1,2,2025-05-18T07:22:00,NON_CONFORME,1,0,5,97.579,97.586,0.02,-0.02,3.294,
13568,13568,1,5,2025-05-18T11:21:00,NON_CONFORME,1,0,11,38.58,38.59,0.05,-0.05,2.556,
13569,13569,1,12,2025-05-20T15:17:00,NON_CONFORME,1,0,11,70.735,70.741,0.01,-0.01,5.896,
13570,13570,1,4,2026-02-17T18:39:00,NON_CONFORME,2,0,2,29.117,29.078,0.1,-0.1,5.144,
13571,13571,1,,2026-02-17T12:04:00,CONFORME,3,3,0,21.896,21.889,0.02,-0.02,3.628,
13572,13572,1,1,2026-02-16T09:42:00,NON_CONFORME,9,8,1,64.048,64.08,0.05,-0.05,0.653,
13573,13573,1,,2026-02-17T09:19:00,CONFORME,10,10,0,58.537,58.545,0.05,-0.05,3.647,
13574,13574,1,11,2026-02-19T13:15:00,NON_CONFORME,9,8,1,72.622,72.631,0.02,-0.02,2.619,
13575,13575,1,4,2026-06-07T08:46:00,NON_CONFORME,5,0,6,42.962,42.995,0.05,-0.05,1.029,
13576,13576,1,10,2026-06-06T16:42:00,NON_CONFORME,4,0,9,84.347,84.352,0.01,-0.01,6.254,
13577,13577,1,,2026-06-09T13:32:00,CONFORME,3,3,0,33.288,33.327,0.05,-0.05,2.009,
13578,13578,1,12,2026-08-23T06:50:00,NON_CONFORME,1,0,6,68.167,68.18,0.1,-0.1,4.043,
13579,13579,1,9,2026-08-26T11:29:00,NON_CONFORME,5,0,6,69.566,69.593,0.05,-0.05,2.228,
13580,13580,1,12,2026-08-21T11:44:00,NON_CONFORME,1,0,7,79.983,80.054,0.1,-0.1,3.5,
13581,13581,1,12,2026-04-11T07:17:00,NON_CONFORME,3,1,2,55.368,55.362,0.1,-0.1,5.0,
13582,13582,1,7,2026-04-12T11:45:00,NON_CONFORME,10,9,1,67.317,67.349,0.05,-0.05,5.434,
13583,13583,1,4,2026-04-10T13:39:00,NON_CONFORME,10,9,1,72.372,72.362,0.1,-0.1,5.991,
13584,13584,1,,2026-04-08T18:17:00,CONFORME,10,10,0,45.326,45.315,0.02,-0.02,3.353,
13585,13585,1,5,2025-06-12T10:28:00,NON_CONFORME,3,0,5,99.188,99.173,0.02,-0.02,4.884,
13586,13586,1,12,2025-06-11T09:19:00,NON_CONFORME,4,1,3,39.515,39.531,0.02,-0.02,1.438,
13587,13587,1,4,2025-06-15T16:30:00,NON_CONFORME,7,3,4,19.641,19.643,0.02,-0.02,4.457,
13588,13588,1,,2025-10-09T08:29:00,CONFORME,4,4,0,34.006,34.006,0.05,-0.05,3.247,
13589,13589,1,7,2025-10-13T06:32:00,NON_CONFORME,10,2,8,45.279,45.278,0.02,-0.02,2.427,
13590,13590,1,2,2025-10-09T10:47:00,NON_CONFORME,5,0,7,73.462,73.437,0.05,-0.05,2.978,
13591,13591,1,3,2025-10-08T18:44:00,NON_CONFORME,7,6,1,65.442,65.402,0.05,-0.05,4.891,
13592,13592,1,,2026-09-03T17:44:00,CONFORME,5,5,0,20.56,20.581,0.05,-0.05,3.345,
13593,13593,1,,2026-09-03T14:38:00,CONFORME,3,3,0,55.864,55.86,0.01,-0.01,2.957,
13594,13594,1,,2026-08-31T16:50:00,CONFORME,3,3,0,91.476,91.55,0.1,-0.1,2.588,
13595,13595,1,,2026-09-04T12:17:00,CONFORME,10,10,0,34.367,34.385,0.05,-0.05,4.147,
13596,13596,1,10,2026-09-01T17:48:00,NON_CONFORME,5,4,1,99.619,99.624,0.02,-0.02,3.718,
13597,13597,1,,2026-09-04T15:00:00,CONFORME,10,10,0,85.43,85.419,0.05,-0.05,4.694,
13598,13598,1,12,2026-08-15T12:01:00,NON_CONFORME,1,0,2,20.462,20.455,0.02,-0.02,2.711,
13599,13599,1,7,2026-08-20T14:33:00,NON_CONFORME,6,0,8,41.378,41.349,0.05,-0.05,0.526,
13600,13600,1,12,2026-08-15T14:55:00,NON_CONFORME,2,0,4,15.439,15.439,0.01,-0.01,1.381,
13601,13601,1,7,2026-08-17T09:16:00,NON_CONFORME,9,4,5,53.319,53.326,0.02,-0.02,4.679,
13602,13602,1,,2026-09-04T13:23:00,CONFORME,3,3,0,75.455,75.492,0.05,-0.05,1.663,
13603,13603,1,,2026-09-04T11:04:00,CONFORME,2,2,0,42.009,42.01,0.01,-0.01,4.298,
13604,13604,1,9,2026-09-01T16:55:00,NON_CONFORME,10,9,1,45.654,45.596,0.1,-0.1,1.808,
13605,13605,1,,2026-09-01T13:41:00,CONFORME,1,1,0,39.768,39.781,0.02,-0.02,5.055,
13606,13606,1,5,2026-09-01T07:20:00,NON_CONFORME,3,2,1,76.786,76.784,0.01,-0.01,0.81,
13607,13607,1,2,2025-12-02T16:33:00,NON_CONFORME,8,7,1,43.956,43.962,0.02,-0.02,2.069,
13608,13608,1,11,2025-11-30T11:27:00,NON_CONFORME,8,0,14,27.259,27.267,0.01,-0.01,0.406,
13609,13609,1,8,2025-12-03T11:31:00,NON_CONFORME,2,0,5,74.475,74.479,0.02,-0.02,1.244,
13610,13610,1,6,2025-11-03T18:13:00,NON_CONFORME,2,0,3,57.548,57.624,0.1,-0.1,2.928,
13611,13611,1,12,2025-11-03T13:29:00,NON_CONFORME,7,2,5,45.16,45.151,0.02,-0.02,0.724,
13612,13612,1,11,2025-10-29T12:46:00,NON_CONFORME,5,2,3,16.631,16.624,0.01,-0.01,4.285,
13613,13613,1,3,2025-10-31T11:44:00,NON_CONFORME,2,0,3,39.467,39.468,0.01,-0.01,1.148,
13614,13614,1,7,2025-07-26T17:22:00,NON_CONFORME,8,1,7,28.063,28.06,0.01,-0.01,1.651,
13615,13615,1,9,2025-07-27T15:10:00,NON_CONFORME,9,2,7,67.985,67.983,0.05,-0.05,2.65,
13616,13616,1,7,2025-07-27T07:20:00,NON_CONFORME,1,0,5,83.01,82.972,0.05,-0.05,0.945,
13617,13617,1,5,2025-07-25T17:28:00,NON_CONFORME,2,0,9,14.424,14.43,0.01,-0.01,4.458,
13618,13618,1,4,2025-07-25T10:12:00,NON_CONFORME,9,3,6,51.974,51.968,0.01,-0.01,2.17,
13619,13619,1,,2025-09-07T11:31:00,CONFORME,9,9,0,83.032,83.038,0.02,-0.02,4.135,
13620,13620,1,,2025-09-07T17:01:00,CONFORME,8,8,0,65.168,65.158,0.1,-0.1,4.76,
13621,13621,1,,2025-09-11T18:08:00,CONFORME,4,4,0,95.095,95.081,0.05,-0.05,0.584,
13622,13622,1,4,2025-09-11T17:13:00,NON_CONFORME,3,2,1,38.818,38.808,0.02,-0.02,3.511,
13623,13623,1,11,2025-09-12T09:24:00,NON_CONFORME,10,9,1,58.992,58.99,0.1,-0.1,4.14,
13624,13624,1,10,2025-09-07T17:37:00,NON_CONFORME,8,7,1,97.877,97.87,0.01,-0.01,1.596,
13625,13625,1,2,2026-10-28T06:50:00,NON_CONFORME,7,1,6,97.494,97.53,0.05,-0.05,2.845,
13626,13626,1,,2026-10-26T09:06:00,CONFORME,6,6,0,26.132,26.212,0.1,-0.1,2.121,
13627,13627,1,11,2026-10-30T16:09:00,NON_CONFORME,10,6,4,86.341,86.337,0.02,-0.02,0.837,
13628,13628,1,1,2026-10-30T11:10:00,NON_CONFORME,3,0,5,53.795,53.742,0.1,-0.1,2.406,
13629,13629,1,,2026-10-26T17:50:00,CONFORME,6,6,0,26.438,26.441,0.01,-0.01,1.404,
13630,13630,1,12,2025-11-13T17:15:00,NON_CONFORME,6,0,7,70.043,70.049,0.01,-0.01,4.317,
13631,13631,1,4,2025-11-12T17:59:00,NON_CONFORME,8,6,2,22.207,22.195,0.02,-0.02,4.754,
13632,13632,1,,2025-11-12T11:23:00,CONFORME,8,8,0,34.722,34.721,0.01,-0.01,1.886,
13633,13633,1,4,2025-11-03T17:57:00,NON_CONFORME,5,0,9,82.477,82.484,0.01,-0.01,1.949,
13634,13634,1,11,2025-11-03T18:51:00,NON_CONFORME,1,0,8,21.858,21.843,0.1,-0.1,4.56,
13635,13635,1,9,2025-11-01T07:42:00,NON_CONFORME,7,6,1,46.54,46.516,0.05,-0.05,2.204,
13636,13636,1,2,2025-11-03T16:18:00,NON_CONFORME,3,0,12,28.062,28.068,0.01,-0.01,2.225,
13637,13637,1,9,2025-08-16T09:59:00,NON_CONFORME,8,7,1,61.721,61.651,0.1,-0.1,4.146,
13638,13638,1,4,2025-08-19T16:52:00,NON_CONFORME,8,7,1,64.417,64.41,0.01,-0.01,0.951,
13639,13639,1,8,2025-08-17T07:26:00,NON_CONFORME,9,7,2,98.322,98.335,0.02,-0.02,1.048,
13640,13640,1,2,2025-08-15T15:17:00,NON_CONFORME,10,8,2,82.016,82.016,0.01,-0.01,1.686,
13641,13641,1,12,2025-08-14T07:41:00,NON_CONFORME,4,3,1,41.523,41.518,0.01,-0.01,5.584,
13642,13642,1,,2026-03-22T18:04:00,CONFORME,9,9,0,61.647,61.711,0.1,-0.1,3.521,
13643,13643,1,,2026-03-26T06:37:00,CONFORME,5,5,0,50.819,50.82,0.01,-0.01,2.608,
13644,13644,1,,2026-03-23T11:39:00,CONFORME,2,2,0,69.524,69.487,0.05,-0.05,2.464,
13645,13645,1,,2026-03-26T11:45:00,CONFORME,6,6,0,86.929,86.933,0.01,-0.01,5.075,
13646,13646,1,,2026-03-24T18:18:00,CONFORME,8,8,0,56.567,56.575,0.02,-0.02,0.685,
13647,13647,1,,2026-03-25T16:44:00,CONFORME,5,5,0,74.656,74.617,0.05,-0.05,2.059,
13648,13648,1,4,2026-11-22T18:47:00,NON_CONFORME,5,3,2,55.336,55.362,0.05,-0.05,4.468,
13649,13649,1,1,2026-11-21T12:54:00,NON_CONFORME,10,7,3,45.281,45.285,0.02,-0.02,2.99,
13650,13650,1,8,2026-11-17T18:48:00,NON_CONFORME,10,5,5,84.795,84.792,0.05,-0.05,2.733,
13651,13651,1,11,2026-11-20T18:40:00,NON_CONFORME,3,2,1,72.85,72.846,0.02,-0.02,0.896,
13652,13652,1,3,2025-03-26T08:42:00,NON_CONFORME,9,8,1,19.308,19.322,0.1,-0.1,0.706,
13653,13653,1,6,2025-03-25T16:20:00,NON_CONFORME,3,1,2,76.277,76.262,0.02,-0.02,1.486,
13654,13654,1,,2025-03-25T13:32:00,CONFORME,1,1,0,15.103,15.023,0.1,-0.1,6.194,
13655,13655,1,6,2026-04-13T11:13:00,NON_CONFORME,1,0,2,89.884,89.887,0.05,-0.05,2.372,
13656,13656,1,12,2026-04-15T17:08:00,NON_CONFORME,7,3,4,71.483,71.462,0.05,-0.05,3.609,
13657,13657,1,1,2026-04-15T07:09:00,NON_CONFORME,6,0,7,32.677,32.638,0.1,-0.1,5.989,
13658,13658,1,8,2026-04-10T15:59:00,NON_CONFORME,10,5,5,73.271,73.262,0.02,-0.02,2.652,
13659,13659,1,,2026-04-10T10:43:00,CONFORME,3,3,0,81.917,81.923,0.01,-0.01,5.591,
13660,13660,1,10,2026-10-14T10:49:00,NON_CONFORME,8,0,10,85.519,85.533,0.05,-0.05,0.483,
13661,13661,1,10,2026-10-14T08:25:00,NON_CONFORME,7,0,11,84.028,84.008,0.1,-0.1,2.69,
13662,13662,1,7,2026-10-14T09:28:00,NON_CONFORME,2,0,6,67.589,67.596,0.01,-0.01,4.564,
13663,13663,1,7,2026-10-16T17:09:00,NON_CONFORME,10,0,10,30.657,30.686,0.05,-0.05,1.833,
13664,13664,1,,2025-01-18T15:53:00,CONFORME,4,4,0,96.993,96.981,0.02,-0.02,1.94,
13665,13665,1,,2025-01-18T16:54:00,CONFORME,8,8,0,85.837,85.836,0.01,-0.01,3.153,
13666,13666,1,11,2025-01-19T07:47:00,NON_CONFORME,9,8,1,19.988,19.98,0.02,-0.02,4.16,
13667,13667,1,,2025-01-16T12:38:00,CONFORME,1,1,0,76.548,76.551,0.1,-0.1,0.964,
13668,13668,1,10,2025-01-20T08:00:00,NON_CONFORME,2,1,1,40.909,40.987,0.1,-0.1,4.569,
13669,13669,1,2,2025-12-04T14:18:00,NON_CONFORME,4,3,1,77.915,77.879,0.05,-0.05,4.146,
13670,13670,1,,2025-12-03T09:45:00,CONFORME,3,3,0,63.049,63.042,0.01,-0.01,2.391,
13671,13671,1,9,2025-12-02T12:49:00,NON_CONFORME,6,5,1,99.068,99.133,0.1,-0.1,2.073,
13672,13672,1,,2025-12-04T12:17:00,CONFORME,3,3,0,90.61,90.596,0.05,-0.05,5.652,
13673,13673,1,,2025-12-05T08:16:00,CONFORME,9,9,0,44.645,44.648,0.01,-0.01,3.56,
13674,13674,1,7,2025-09-02T14:26:00,NON_CONFORME,8,6,2,35.771,35.749,0.1,-0.1,3.353,
13675,13675,1,6,2025-08-30T10:52:00,NON_CONFORME,3,2,1,87.442,87.455,0.05,-0.05,4.031,
13676,13676,1,9,2025-09-01T09:50:00,NON_CONFORME,8,7,1,25.993,25.957,0.05,-0.05,5.506,
13677,13677,1,10,2025-08-31T18:00:00,NON_CONFORME,4,2,2,81.421,81.429,0.01,-0.01,0.447,
13678,13678,1,,2025-09-01T17:08:00,CONFORME,7,7,0,30.408,30.408,0.02,-0.02,3.952,
13679,13679,1,,2025-12-24T07:29:00,CONFORME,8,8,0,28.39,28.404,0.02,-0.02,2.424,
13680,13680,1,,2025-12-25T17:01:00,CONFORME,4,4,0,22.258,22.263,0.02,-0.02,1.803,
13681,13681,1,11,2025-12-24T09:51:00,NON_CONFORME,4,3,1,50.943,50.937,0.01,-0.01,2.625,
13682,13682,1,,2025-12-27T12:02:00,CONFORME,1,1,0,67.067,67.083,0.05,-0.05,2.445,
13683,13683,1,12,2025-12-27T09:47:00,NON_CONFORME,1,0,3,96.943,96.929,0.02,-0.02,5.35,
13684,13684,1,11,2025-03-03T10:35:00,NON_CONFORME,6,2,4,34.577,34.583,0.01,-0.01,0.488,
13685,13685,1,6,2025-03-06T10:49:00,NON_CONFORME,4,0,6,20.45,20.454,0.05,-0.05,4.649,
13686,13686,1,3,2025-03-05T12:38:00,NON_CONFORME,9,1,8,50.916,50.873,0.1,-0.1,2.39,
13687,13687,1,,2025-03-03T08:33:00,CONFORME,8,8,0,56.4,56.404,0.01,-0.01,2.914,
13688,13688,1,,2025-04-30T11:03:00,CONFORME,1,1,0,50.523,50.518,0.01,-0.01,5.472,
13689,13689,1,10,2025-04-30T17:57:00,NON_CONFORME,8,7,1,37.108,37.105,0.01,-0.01,1.821,
13690,13690,1,,2025-05-01T18:23:00,CONFORME,6,6,0,70.574,70.569,0.05,-0.05,5.738,
13691,13691,1,2,2025-05-02T11:44:00,NON_CONFORME,7,6,1,76.051,76.009,0.1,-0.1,4.88,
13692,13692,1,7,2025-11-15T07:20:00,NON_CONFORME,7,0,7,52.122,52.127,0.01,-0.01,3.78,
13693,13693,1,12,2025-11-17T07:57:00,NON_CONFORME,3,0,5,34.166,34.152,0.02,-0.02,1.264,
13694,13694,1,10,2025-11-17T07:43:00,NON_CONFORME,9,3,6,65.473,65.542,0.1,-0.1,1.38,
13695,13695,1,7,2025-11-19T08:22:00,NON_CONFORME,7,4,3,72.755,72.77,0.05,-0.05,2.191,
13696,13696,1,2,2026-04-29T10:23:00,NON_CONFORME,10,7,3,52.114,52.099,0.02,-0.02,2.909,
13697,13697,1,6,2026-04-27T16:51:00,NON_CONFORME,7,5,2,21.664,21.699,0.05,-0.05,3.275,
13698,13698,1,10,2026-04-25T11:14:00,NON_CONFORME,6,3,3,32.986,32.975,0.02,-0.02,2.402,
13699,13699,1,9,2026-04-24T08:15:00,NON_CONFORME,7,5,2,24.216,24.217,0.01,-0.01,1.393,
13700,13700,1,1,2026-04-29T08:44:00,NON_CONFORME,7,1,6,83.04,83.011,0.1,-0.1,1.122,
13701,13701,1,6,2026-04-28T19:41:00,NON_CONFORME,4,2,2,32.7,32.686,0.05,-0.05,1.901,
13702,13702,1,11,2026-05-29T11:37:00,NON_CONFORME,10,8,2,51.518,51.447,0.1,-0.1,0.538,
13703,13703,1,10,2026-05-26T19:19:00,NON_CONFORME,9,5,4,35.709,35.681,0.05,-0.05,2.101,
13704,13704,1,9,2026-05-29T16:24:00,NON_CONFORME,4,1,3,27.346,27.339,0.01,-0.01,6.134,
13705,13705,1,5,2026-05-27T18:08:00,NON_CONFORME,9,5,4,28.79,28.798,0.01,-0.01,3.705,
13706,13706,1,4,2026-05-29T10:27:00,NON_CONFORME,4,3,1,92.119,92.126,0.05,-0.05,3.351,
13707,13707,1,3,2026-01-18T13:48:00,NON_CONFORME,2,1,1,93.057,93.045,0.02,-0.02,0.623,
13708,13708,1,,2026-01-14T14:47:00,CONFORME,2,2,0,66.196,66.19,0.01,-0.01,1.702,
13709,13709,1,12,2026-01-18T14:13:00,NON_CONFORME,10,9,1,10.779,10.768,0.02,-0.02,4.128,
13710,13710,1,,2026-01-18T11:17:00,CONFORME,2,2,0,97.56,97.553,0.02,-0.02,4.311,
13711,13711,1,,2026-01-19T18:59:00,CONFORME,1,1,0,88.059,88.066,0.02,-0.02,1.935,
13712,13712,1,6,2025-10-04T14:17:00,NON_CONFORME,6,4,2,23.285,23.289,0.01,-0.01,3.377,
13713,13713,1,8,2025-10-05T13:44:00,NON_CONFORME,3,0,3,48.177,48.175,0.01,-0.01,1.906,
13714,13714,1,7,2025-09-30T18:14:00,NON_CONFORME,3,0,4,30.817,30.761,0.1,-0.1,5.829,
13715,13715,1,7,2025-10-02T14:18:00,NON_CONFORME,4,0,5,36.933,36.902,0.1,-0.1,3.449,
13716,13716,1,6,2025-10-05T14:28:00,NON_CONFORME,7,3,4,19.787,19.833,0.1,-0.1,4.081,
13717,13717,1,1,2025-10-01T09:15:00,NON_CONFORME,4,2,2,23.687,23.69,0.1,-0.1,4.749,
13718,13718,1,,2026-06-24T11:53:00,CONFORME,9,9,0,98.766,98.784,0.1,-0.1,2.83,
13719,13719,1,,2026-06-22T13:46:00,CONFORME,3,3,0,68.33,68.352,0.1,-0.1,4.521,
13720,13720,1,1,2026-06-22T15:47:00,NON_CONFORME,9,7,2,27.525,27.488,0.1,-0.1,5.738,
13721,13721,1,10,2026-06-21T09:52:00,NON_CONFORME,2,1,1,59.984,60.056,0.1,-0.1,1.476,
13722,13722,1,,2026-09-30T10:43:00,CONFORME,10,10,0,51.368,51.364,0.02,-0.02,4.216,
13723,13723,1,,2026-09-27T11:12:00,CONFORME,2,2,0,66.727,66.73,0.01,-0.01,1.098,
13724,13724,1,10,2026-09-28T12:15:00,NON_CONFORME,4,0,6,91.144,91.219,0.1,-0.1,2.348,
13725,13725,1,6,2026-09-26T07:39:00,NON_CONFORME,5,4,1,32.935,32.947,0.1,-0.1,2.357,
13726,13726,1,2,2026-09-28T18:26:00,NON_CONFORME,1,0,4,24.976,24.996,0.05,-0.05,3.819,
13727,13727,1,7,2025-09-17T15:37:00,NON_CONFORME,1,0,2,93.661,93.677,0.05,-0.05,0.558,
13728,13728,1,11,2025-09-18T16:21:00,NON_CONFORME,6,2,4,94.569,94.581,0.02,-0.02,3.645,
13729,13729,1,3,2025-09-18T13:51:00,NON_CONFORME,9,8,1,59.255,59.261,0.05,-0.05,5.153,
13730,13730,1,2,2025-05-31T16:30:00,NON_CONFORME,6,5,1,65.381,65.38,0.01,-0.01,5.89,
13731,13731,1,8,2025-05-29T09:40:00,NON_CONFORME,5,4,1,26.027,26.067,0.05,-0.05,5.136,
13732,13732,1,2,2025-05-31T16:54:00,NON_CONFORME,7,5,2,28.079,28.067,0.05,-0.05,3.509,
13733,13733,1,3,2025-06-02T18:00:00,NON_CONFORME,3,2,1,80.972,80.932,0.05,-0.05,5.124,
13734,13734,1,9,2026-11-23T11:14:00,NON_CONFORME,9,8,1,86.023,86.015,0.01,-0.01,6.048,
13735,13735,1,,2026-11-23T14:44:00,CONFORME,1,1,0,57.502,57.579,0.1,-0.1,1.453,
13736,13736,1,,2026-11-21T13:47:00,CONFORME,5,5,0,45.025,45.025,0.01,-0.01,0.496,
13737,13737,1,5,2026-11-23T12:36:00,NON_CONFORME,5,0,6,51.912,51.91,0.02,-0.02,4.675,
13738,13738,1,12,2026-11-24T07:50:00,NON_CONFORME,6,3,3,60.832,60.841,0.02,-0.02,4.503,
13739,13739,1,9,2026-01-26T10:25:00,NON_CONFORME,10,8,2,93.194,93.194,0.01,-0.01,4.29,
13740,13740,1,7,2026-01-28T16:34:00,NON_CONFORME,1,0,4,35.041,35.082,0.1,-0.1,6.047,
13741,13741,1,12,2026-01-27T08:25:00,NON_CONFORME,5,2,3,36.902,36.89,0.1,-0.1,2.725,
13742,13742,1,6,2026-01-26T09:18:00,NON_CONFORME,3,0,5,45.432,45.464,0.1,-0.1,3.654,
13743,13743,1,1,2026-08-12T07:22:00,NON_CONFORME,10,9,1,63.247,63.283,0.1,-0.1,5.448,
13744,13744,1,3,2026-08-11T08:42:00,NON_CONFORME,2,0,3,26.794,26.797,0.01,-0.01,2.133,
13745,13745,1,7,2026-08-13T15:21:00,NON_CONFORME,5,2,3,90.27,90.284,0.1,-0.1,3.78,
13746,13746,1,4,2025-04-17T15:38:00,NON_CONFORME,1,0,5,17.799,17.804,0.01,-0.01,2.976,
13747,13747,1,4,2025-04-14T11:26:00,NON_CONFORME,4,0,7,22.073,22.118,0.1,-0.1,3.853,
13748,13748,1,1,2025-04-15T13:38:00,NON_CONFORME,6,4,2,21.835,21.835,0.01,-0.01,0.609,
13749,13749,1,10,2025-04-14T08:29:00,NON_CONFORME,1,0,1,19.258,19.262,0.01,-0.01,6.104,
13750,13750,1,9,2025-04-13T14:12:00,NON_CONFORME,10,4,6,75.222,75.202,0.05,-0.05,1.184,
13751,13751,1,,2025-10-18T06:57:00,CONFORME,8,8,0,43.387,43.425,0.05,-0.05,1.688,
13752,13752,1,9,2025-10-19T11:25:00,NON_CONFORME,8,6,2,61.004,61.018,0.02,-0.02,5.368,
13753,13753,1,7,2025-10-18T17:09:00,NON_CONFORME,1,0,2,84.893,84.895,0.01,-0.01,0.854,
13754,13754,1,8,2025-03-06T10:34:00,NON_CONFORME,8,6,2,72.308,72.304,0.05,-0.05,4.0,
13755,13755,1,9,2025-03-09T07:10:00,NON_CONFORME,10,5,5,70.431,70.435,0.01,-0.01,1.98,
13756,13756,1,12,2025-03-07T18:37:00,NON_CONFORME,1,0,2,14.748,14.746,0.01,-0.01,4.667,
13757,13757,1,2,2025-03-09T09:29:00,NON_CONFORME,5,4,1,62.75,62.742,0.01,-0.01,3.044,
13758,13758,1,,2025-03-07T11:39:00,CONFORME,5,5,0,90.974,90.966,0.01,-0.01,3.603,
13759,13759,1,,2025-03-10T08:39:00,CONFORME,7,7,0,16.574,16.548,0.1,-0.1,0.691,
13760,13760,1,1,2026-04-02T15:29:00,NON_CONFORME,9,6,3,76.515,76.52,0.01,-0.01,3.943,
13761,13761,1,9,2026-04-06T14:43:00,NON_CONFORME,2,0,6,41.484,41.549,0.1,-0.1,2.485,
13762,13762,1,3,2026-04-03T14:44:00,NON_CONFORME,6,0,7,90.695,90.688,0.02,-0.02,5.916,
13763,13763,1,6,2026-04-02T14:44:00,NON_CONFORME,1,0,2,14.82,14.833,0.02,-0.02,0.797,
13764,13764,1,11,2026-04-07T14:06:00,NON_CONFORME,7,2,5,46.925,46.928,0.01,-0.01,1.784,
13765,13765,1,,2025-07-25T15:18:00,CONFORME,1,1,0,20.295,20.261,0.05,-0.05,5.073,
13766,13766,1,2,2025-07-24T06:54:00,NON_CONFORME,10,9,1,31.202,31.156,0.1,-0.1,5.507,
13767,13767,1,11,2025-07-21T18:56:00,NON_CONFORME,10,9,1,60.332,60.319,0.05,-0.05,1.94,
13768,13768,1,11,2025-07-26T15:35:00,NON_CONFORME,8,7,1,30.873,30.883,0.02,-0.02,5.846,
13769,13769,1,3,2025-07-23T15:51:00,NON_CONFORME,6,5,1,25.01,25.083,0.1,-0.1,2.353,
13770,13770,1,,2025-07-24T15:10:00,CONFORME,4,4,0,72.123,72.118,0.01,-0.01,1.146,
13771,13771,1,11,2025-07-22T17:22:00,NON_CONFORME,10,9,1,51.62,51.655,0.1,-0.1,1.909,
13772,13772,1,3,2025-03-10T08:49:00,NON_CONFORME,10,9,1,64.142,64.169,0.1,-0.1,3.778,
13773,13773,1,,2025-03-11T11:41:00,CONFORME,8,8,0,78.953,78.953,0.01,-0.01,5.912,
13774,13774,1,4,2025-03-12T16:54:00,NON_CONFORME,8,5,3,65.858,65.866,0.01,-0.01,5.363,
13775,13775,1,7,2025-03-11T17:28:00,NON_CONFORME,7,5,2,93.119,93.121,0.01,-0.01,5.211,
13776,13776,1,,2025-03-14T19:20:00,CONFORME,9,9,0,56.656,56.589,0.1,-0.1,5.087,
13777,13777,1,,2025-04-05T16:15:00,CONFORME,5,5,0,49.865,49.867,0.02,-0.02,3.818,
