phase_gamme_id,gamme_id,numero_phase,designation,machine_id,outil_id,programme_id,temps_usinage_prevu,temps_reglage_prevu,exigence_technique
689,151,2,Phase 2 - Perçage,8,80,363,19,4,Diamètre ±0.02mm
690,151,3,Phase 3 - Rectification,7,94,198,22,6,
691,151,4,Phase 4 - Tournage,5,109,85,53,7,Surface Ra 1.6µm
692,151,5,Phase 5 - Tournage,1,29,124,11,10,Cylindricité 0.02mm
693,151,6,Phase 6 - Tournage,7,136,232,32,7,Surface Ra 1.6µm
694,151,7,Phase 7 - Contrôle qualité,2,91,221,11,3,
695,152,1,Phase 1 - Réglement / Montage,11,86,28,9,13,Perpendicularité 0.02mm
696,152,2,Phase 2 - Tournage,7,109,100,28,6,Diamètre ±0.01mm
697,152,3,Phase 3 - Tournage,5,136,312,41,11,Diamètre ±0.01mm
698,152,4,Phase 4 - Ébavurage,1,64,57,6,1,Pas d'arêtes vives
699,153,1,Phase 1 - Réglement / Montage,6,69,123,3,8,Perpendicularité 0.02mm
700,153,2,Phase 2 - Tournage,10,104,201,35,4,Cylindricité 0.02mm
701,153,3,Phase 3 - Perçage,8,127,106,10,5,Alésage H7
702,153,4,Phase 4 - Contrôle qualité,6,74,376,5,2,Mesure 3 points
703,154,1,Phase 1 - Réglement / Montage,6,123,379,6,12,Parallélisme 0.01mm
704,154,2,Phase 2 - Tournage,1,43,96,31,10,Cylindricité 0.02mm
705,154,3,Phase 3 - Contrôle qualité,9,122,220,15,2,Mesure 3 points
706,155,1,Phase 1 - Réglement / Montage,2,44,348,2,16,
707,155,2,Phase 2 - Fraisage,9,64,242,17,3,Surface Ra 3.2µm
708,155,3,Phase 3 - Contrôle qualité,10,59,269,10,8,Mesure 3 points
709,156,1,Phase 1 - Réglement / Montage,2,78,377,7,19,
710,156,2,Phase 2 - Perçage,8,125,130,16,9,Diamètre ±0.02mm
711,156,3,Phase 3 - Perçage,8,86,266,24,9,Diamètre ±0.02mm
712,156,4,Phase 4 - Ébavurage,11,6,76,9,2,
713,157,1,Phase 1 - Réglement / Montage,3,128,16,5,18,Perpendicularité 0.02mm
714,157,2,Phase 2 - Tournage,1,50,194,50,4,Concentricité 0.01mm
715,157,3,Phase 3 - Perçage,11,135,90,13,7,Alésage H7
716,157,4,Phase 4 - Ébavurage,4,71,159,6,1,
717,158,1,Phase 1 - Réglement / Montage,3,32,222,9,16,Perpendicularité 0.02mm
718,158,2,Phase 2 - Tournage,1,128,351,19,10,Cylindricité 0.02mm
719,158,3,Phase 3 - Fraisage,9,143,341,20,7,Profondeur ±0.05mm
720,158,4,Phase 4 - Ébavurage,10,4,233,3,2,Rayon R0.2 max
721,159,1,Phase 1 - Réglement / Montage,2,14,251,6,5,
722,159,2,Phase 2 - Fraisage,6,13,129,18,8,Planéité 0.02mm
723,159,3,Phase 3 - Contrôle qualité,11,144,80,7,7,Contrôle dimensionnel
724,160,1,Phase 1 - Débit / Tronçonnage,7,111,300,4,4,Longueur ±1mm
725,160,2,Phase 2 - Tournage,5,64,348,50,9,Diamètre ±0.01mm
726,160,3,Phase 3 - Fraisage,6,67,155,48,7,Parallélisme 0.03mm
727,160,4,Phase 4 - Fraisage,9,149,72,22,7,Parallélisme 0.03mm
728,160,5,Phase 5 - Fraisage,6,78,157,15,7,Profondeur ±0.05mm
729,160,6,Phase 6 - Fraisage,9,112,50,18,11,Profondeur ±0.05mm
730,160,7,Phase 7 - Contrôle qualité,11,92,240,16,5,
731,161,1,Phase 1 - Débit / Tronçonnage,4,119,15,11,2,
732,161,2,Phase 2 - Tournage,2,78,125,47,11,Concentricité 0.01mm
733,161,3,Phase 3 - Tournage,10,145,151,13,15,Diamètre ±0.01mm
734,161,4,Phase 4 - Ébavurage,9,2,237,11,4,Pas d'arêtes vives
735,162,1,Phase 1 - Débit / Tronçonnage,10,28,171,12,2,Planarite 0.3mm
736,162,2,Phase 2 - Fraisage,9,16,63,47,13,Surface Ra 3.2µm
737,162,3,Phase 3 - Perçage,4,144,380,20,4,Perpendicularité 0.05mm
738,162,4,Phase 4 - Contrôle qualité,9,40,155,14,7,PDT 100%
739,163,1,Phase 1 - Réglement / Montage,6,52,59,3,5,Parallélisme 0.01mm
740,163,2,Phase 2 - Fraisage,6,134,50,25,6,Surface Ra 3.2µm
741,163,3,Phase 3 - Fraisage,9,101,29,17,7,Profondeur ±0.05mm
742,163,4,Phase 4 - Fraisage,6,61,280,26,12,Profondeur ±0.05mm
743,163,5,Phase 5 - Contrôle qualité,6,32,222,9,7,PDT 100%
744,164,1,Phase 1 - Débit / Tronçonnage,7,44,262,14,7,Longueur ±1mm
745,164,2,Phase 2 - Fraisage,9,75,342,16,12,Profondeur ±0.05mm
746,164,3,Phase 3 - Fraisage,9,101,198,16,10,Profondeur ±0.05mm
747,164,4,Phase 4 - Perçage,4,8,146,19,3,Taraudage M6
748,164,5,Phase 5 - Tournage,5,9,331,51,13,Diamètre ±0.01mm
749,164,6,Phase 6 - Ébavurage,3,36,240,10,3,Pas d'arêtes vives
750,165,1,Phase 1 - Réglement / Montage,3,129,258,5,16,
751,165,2,Phase 2 - Fraisage,6,39,181,46,8,Profondeur ±0.05mm
752,165,3,Phase 3 - Contrôle qualité,5,72,391,14,5,PDT 100%
753,166,1,Phase 1 - Réglement / Montage,9,124,193,9,10,Perpendicularité 0.02mm
754,166,2,Phase 2 - Tournage,5,149,179,47,12,Diamètre ±0.01mm
755,166,3,Phase 3 - Ébavurage,1,41,119,4,1,Rayon R0.2 max
756,167,1,Phase 1 - Réglement / Montage,8,83,390,5,12,Centrage ±0.02mm
757,167,2,Phase 2 - Rectification,5,99,387,21,4,Surface Ra 0.8µm
758,167,3,Phase 3 - Fraisage,6,10,384,14,10,Planéité 0.02mm
759,167,4,Phase 4 - Fraisage,6,45,165,16,14,Profondeur ±0.05mm
760,167,5,Phase 5 - Ébavurage,9,147,285,6,2,Rayon R0.2 max
761,168,1,Phase 1 - Débit / Tronçonnage,10,58,104,14,3,
762,168,2,Phase 2 - Perçage,4,23,299,5,3,Perpendicularité 0.05mm
763,168,3,Phase 3 - Tournage,2,2,185,59,9,Surface Ra 1.6µm
764,168,4,Phase 4 - Ébavurage,9,136,255,6,2,
765,169,1,Phase 1 - Réglement / Montage,11,91,183,10,9,Centrage ±0.02mm
766,169,2,Phase 2 - Fraisage,9,19,292,15,5,Planéité 0.02mm
767,169,3,Phase 3 - Ébavurage,8,60,27,12,5,Rayon R0.2 max
768,170,1,Phase 1 - Débit / Tronçonnage,10,65,200,14,4,Cote brute ±0.5mm
769,170,2,Phase 2 - Perçage,4,74,39,22,5,Alésage H7
770,170,3,Phase 3 - Fraisage,6,140,358,17,12,Profondeur ±0.05mm
771,170,4,Phase 4 - Contrôle qualité,10,8,17,15,5,Contrôle dimensionnel
772,171,1,Phase 1 - Débit / Tronçonnage,1,36,105,11,8,Planarite 0.3mm
773,171,2,Phase 2 - Rectification,9,16,121,23,4,Surface Ra 0.8µm
774,171,3,Phase 3 - Fraisage,6,107,307,49,4,Profondeur ±0.05mm
775,171,4,Phase 4 - Rectification,10,11,54,9,10,Cylindricité 0.005mm
776,171,5,Phase 5 - Contrôle qualité,4,123,156,12,2,PDT 100%
777,172,1,Phase 1 - Débit / Tronçonnage,7,137,312,9,7,Cote brute ±0.5mm
778,172,2,Phase 2 - Fraisage,6,100,393,34,14,Parallélisme 0.03mm
779,172,3,Phase 3 - Ébavurage,4,141,71,4,4,Pas d'arêtes vives
780,173,1,Phase 1 - Réglement / Montage,3,91,100,7,18,Centrage ±0.02mm
781,173,2,Phase 2 - Tournage,1,3,117,36,14,Surface Ra 1.6µm
782,173,3,Phase 3 - Contrôle qualité,1,64,30,7,2,Mesure 3 points
783,174,1,Phase 1 - Débit / Tronçonnage,10,12,161,8,6,Longueur ±1mm
784,174,2,Phase 2 - Rectification,5,102,246,29,4,Surface Ra 0.8µm
785,174,3,Phase 3 - Tournage,10,53,254,55,14,Concentricité 0.01mm
786,174,4,Phase 4 - Contrôle qualité,7,114,366,14,4,Contrôle dimensionnel
787,175,1,Phase 1 - Réglement / Montage,7,135,137,7,8,Centrage ±0.02mm
788,175,2,Phase 2 - Fraisage,9,125,144,15,6,Parallélisme 0.03mm
789,175,3,Phase 3 - Perçage,4,79,380,22,5,Diamètre ±0.02mm
790,175,4,Phase 4 - Fraisage,6,10,121,38,13,Profondeur ±0.05mm
791,175,5,Phase 5 - Contrôle qualité,1,128,18,13,4,
792,176,1,Phase 1 - Débit / Tronçonnage,2,16,143,12,5,
793,176,2,Phase 2 - Tournage,7,99,228,12,6,Cylindricité 0.02mm
794,176,3,Phase 3 - Fraisage,9,137,27,29,3,Planéité 0.02mm
795,176,4,Phase 4 - Rectification,6,87,135,26,6,Surface Ra 0.8µm
796,176,5,Phase 5 - Fraisage,9,110,374,13,15,Surface Ra 3.2µm
797,176,6,Phase 6 - Contrôle qualité,9,74,274,19,5,Contrôle dimensionnel
798,177,1,Phase 1 - Débit / Tronçonnage,4,120,382,6,3,Cote brute ±0.5mm
799,177,2,Phase 2 - Tournage,5,22,128,59,11,Concentricité 0.01mm
800,177,3,Phase 3 - Fraisage,9,10,316,27,8,Planéité 0.02mm
801,177,4,Phase 4 - Contrôle qualité,9,4,64,14,6,Contrôle dimensionnel
802,178,1,Phase 1 - Réglement / Montage,5,114,237,2,19,Centrage ±0.02mm
803,178,2,Phase 2 - Fraisage,9,123,327,45,6,Profondeur ±0.05mm
804,178,3,Phase 3 - Tournage,1,71,313,45,8,Surface Ra 1.6µm
805,178,4,Phase 4 - Ébavurage,10,71,133,10,2,Pas d'arêtes vives
806,179,1,Phase 1 - Réglement / Montage,5,13,120,3,6,Parallélisme 0.01mm
807,179,2,Phase 2 - Perçage,11,149,163,6,10,Perpendicularité 0.05mm
808,179,3,Phase 3 - Tournage,5,66,9,53,8,Surface Ra 1.6µm
809,179,4,Phase 4 - Fraisage,9,28,40,42,10,Surface Ra 3.2µm
810,179,5,Phase 5 - Contrôle qualité,7,53,167,16,8,
811,180,1,Phase 1 - Débit / Tronçonnage,4,73,74,3,4,Planarite 0.3mm
812,180,2,Phase 2 - Fraisage,9,96,241,28,12,Surface Ra 3.2µm
813,180,3,Phase 3 - Tournage,1,75,77,47,3,Surface Ra 1.6µm
814,180,4,Phase 4 - Fraisage,9,131,367,42,15,Planéité 0.02mm
815,180,5,Phase 5 - Contrôle qualité,4,150,17,9,5,PDT 100%
816,181,1,Phase 1 - Réglement / Montage,7,145,258,10,18,Centrage ±0.02mm
817,181,2,Phase 2 - Perçage,3,121,338,21,10,Taraudage M6
818,181,3,Phase 3 - Tournage,2,148,151,25,8,Cylindricité 0.02mm
819,181,4,Phase 4 - Perçage,8,60,234,15,3,Perpendicularité 0.05mm
820,181,5,Phase 5 - Fraisage,9,93,41,32,11,Surface Ra 3.2µm
821,181,6,Phase 6 - Rectification,9,124,310,15,10,
822,181,7,Phase 7 - Ébavurage,5,138,126,9,5,
823,182,1,Phase 1 - Débit / Tronçonnage,10,74,175,8,2,Cote brute ±0.5mm
824,182,2,Phase 2 - Fraisage,6,148,254,50,15,Parallélisme 0.03mm
825,182,3,Phase 3 - Contrôle qualité,8,4,86,8,5,Contrôle dimensionnel
826,183,1,Phase 1 - Réglement / Montage,8,26,65,2,18,Centrage ±0.02mm
827,183,2,Phase 2 - Perçage,3,34,264,21,8,Taraudage M6
828,183,3,Phase 3 - Fraisage,9,143,124,28,4,Planéité 0.02mm
829,183,4,Phase 4 - Contrôle qualité,3,28,370,6,2,Contrôle dimensionnel
830,184,1,Phase 1 - Réglement / Montage,4,116,380,8,14,
831,184,2,Phase 2 - Perçage,4,131,43,9,2,Alésage H7
832,184,3,Phase 3 - Perçage,11,98,165,19,4,Alésage H7
833,184,4,Phase 4 - Rectification,2,60,153,23,8,Surface Ra 0.8µm
834,184,5,Phase 5 - Fraisage,9,74,166,34,8,Parallélisme 0.03mm
835,184,6,Phase 6 - Contrôle qualité,1,54,221,13,6,Contrôle dimensionnel
836,185,1,Phase 1 - Débit / Tronçonnage,10,43,61,7,4,
837,185,2,Phase 2 - Fraisage,6,74,133,48,15,Surface Ra 3.2µm
838,185,3,Phase 3 - Rectification,9,72,73,11,6,Cylindricité 0.005mm
839,185,4,Phase 4 - Tournage,1,139,276,22,3,Diamètre ±0.01mm
840,185,5,Phase 5 - Contrôle qualité,1,95,105,14,6,
841,186,1,Phase 1 - Réglement / Montage,11,33,233,6,8,Centrage ±0.02mm
842,186,2,Phase 2 - Fraisage,9,127,135,15,5,Planéité 0.02mm
843,186,3,Phase 3 - Contrôle qualité,2,91,41,12,7,PDT 100%
844,187,1,Phase 1 - Débit / Tronçonnage,11,86,142,10,7,Cote brute ±0.5mm
845,187,2,Phase 2 - Perçage,8,10,222,8,10,Alésage H7
846,187,3,Phase 3 - Tournage,10,10,325,50,3,Cylindricité 0.02mm
847,187,4,Phase 4 - Tournage,7,57,345,22,7,Diamètre ±0.01mm
848,187,5,Phase 5 - Ébavurage,5,128,145,5,2,
849,188,1,Phase 1 - Réglement / Montage,11,55,2,8,7,
850,188,2,Phase 2 - Fraisage,6,46,20,36,14,Planéité 0.02mm
851,188,3,Phase 3 - Fraisage,6,90,248,43,13,Parallélisme 0.03mm
852,188,4,Phase 4 - Perçage,4,75,343,20,9,Taraudage M6
853,188,5,Phase 5 - Contrôle qualité,11,124,152,8,3,PDT 100%
854,189,1,Phase 1 - Réglement / Montage,10,108,229,7,12,
855,189,2,Phase 2 - Tournage,7,82,339,17,8,Diamètre ±0.01mm
856,189,3,Phase 3 - Perçage,11,126,308,18,5,Diamètre ±0.02mm
857,189,4,Phase 4 - Tournage,10,56,210,13,11,Concentricité 0.01mm
858,189,5,Phase 5 - Tournage,5,106,201,38,9,Diamètre ±0.01mm
859,189,6,Phase 6 - Ébavurage,1,69,249,6,3,
860,190,1,Phase 1 - Réglement / Montage,10,115,210,5,10,Parallélisme 0.01mm
861,190,2,Phase 2 - Perçage,3,85,67,24,10,Diamètre ±0.02mm
862,190,3,Phase 3 - Rectification,1,98,47,30,8,Parallélisme 0.01mm
863,190,4,Phase 4 - Perçage,3,13,266,11,7,Perpendicularité 0.05mm
864,190,5,Phase 5 - Rectification,11,102,368,15,7,Cylindricité 0.005mm
865,190,6,Phase 6 - Rectification,3,106,111,25,6,Surface Ra 0.8µm
866,190,7,Phase 7 - Ébavurage,1,135,53,11,4,Rayon R0.2 max
867,191,1,Phase 1 - Débit / Tronçonnage,10,78,13,6,7,Longueur ±1mm
868,191,2,Phase 2 - Tournage,1,97,336,35,5,Concentricité 0.01mm
869,191,3,Phase 3 - Perçage,3,19,259,18,2,Diamètre ±0.02mm
870,191,4,Phase 4 - Perçage,4,25,377,23,8,Perpendicularité 0.05mm
871,191,5,Phase 5 - Perçage,8,83,218,21,2,Alésage H7
872,191,6,Phase 6 - Tournage,2,26,136,51,12,Diamètre ±0.01mm
873,191,7,Phase 7 - Ébavurage,4,24,114,9,5,Rayon R0.2 max
874,192,1,Phase 1 - Débit / Tronçonnage,11,130,126,9,2,
875,192,2,Phase 2 - Perçage,8,140,366,8,9,Perpendicularité 0.05mm
876,192,3,Phase 3 - Fraisage,6,102,395,24,10,Planéité 0.02mm
877,192,4,Phase 4 - Fraisage,6,80,171,19,15,Surface Ra 3.2µm
878,192,5,Phase 5 - Ébavurage,5,54,251,12,2,Pas d'arêtes vives
879,193,1,Phase 1 - Débit / Tronçonnage,12,122,268,14,8,Longueur ±1mm
880,193,2,Phase 2 - Tournage,7,65,211,29,14,Concentricité 0.01mm
881,193,3,Phase 3 - Perçage,3,83,353,23,8,Diamètre ±0.02mm
882,193,4,Phase 4 - Ébavurage,7,144,251,11,4,Rayon R0.2 max
883,194,1,Phase 1 - Réglement / Montage,7,83,237,9,7,Centrage ±0.02mm
884,194,2,Phase 2 - Fraisage,6,97,66,10,5,Surface Ra 3.2µm
885,194,3,Phase 3 - Tournage,7,30,20,37,10,Cylindricité 0.02mm
886,194,4,Phase 4 - Fraisage,9,36,384,45,9,Profondeur ±0.05mm
887,194,5,Phase 5 - Tournage,1,112,151,56,13,Concentricité 0.01mm
888,194,6,Phase 6 - Contrôle qualité,6,96,289,10,3,Contrôle dimensionnel
889,195,1,Phase 1 - Réglement / Montage,7,96,266,6,20,
890,195,2,Phase 2 - Tournage,5,35,85,43,14,Diamètre ±0.01mm
891,195,3,Phase 3 - Tournage,7,46,77,40,4,Surface Ra 1.6µm
892,195,4,Phase 4 - Ébavurage,7,52,356,4,5,Rayon R0.2 max
893,196,1,Phase 1 - Débit / Tronçonnage,1,120,305,5,2,Planarite 0.3mm
894,196,2,Phase 2 - Fraisage,6,89,322,10,6,Planéité 0.02mm
895,196,3,Phase 3 - Tournage,7,150,374,29,8,Diamètre ±0.01mm
896,196,4,Phase 4 - Rectification,11,139,329,29,6,Surface Ra 0.8µm
897,196,5,Phase 5 - Fraisage,6,56,144,21,7,Surface Ra 3.2µm
898,196,6,Phase 6 - Ébavurage,11,99,170,12,5,
899,197,1,Phase 1 - Débit / Tronçonnage,12,122,108,5,2,Longueur ±1mm
900,197,2,Phase 2 - Rectification,2,38,74,13,10,Surface Ra 0.8µm
901,197,3,Phase 3 - Tournage,1,36,262,38,9,Diamètre ±0.01mm
902,197,4,Phase 4 - Tournage,10,31,124,45,9,Diamètre ±0.01mm
903,197,5,Phase 5 - Contrôle qualité,8,91,160,15,6,PDT 100%
904,198,1,Phase 1 - Réglement / Montage,7,43,325,6,9,
905,198,2,Phase 2 - Fraisage,9,65,351,17,11,Profondeur ±0.05mm
906,198,3,Phase 3 - Fraisage,6,7,188,39,15,Planéité 0.02mm
907,198,4,Phase 4 - Contrôle qualité,7,144,98,17,4,Mesure 3 points
908,199,1,Phase 1 - Réglement / Montage,1,51,227,7,11,Centrage ±0.02mm
909,199,2,Phase 2 - Fraisage,9,25,189,26,11,Surface Ra 3.2µm
910,199,3,Phase 3 - Fraisage,6,71,329,40,9,Surface Ra 3.2µm
911,199,4,Phase 4 - Rectification,10,71,321,9,3,
912,199,5,Phase 5 - Contrôle qualité,9,117,252,10,5,PDT 100%
913,200,1,Phase 1 - Débit / Tronçonnage,1,40,362,14,3,Longueur ±1mm
914,200,2,Phase 2 - Tournage,1,15,228,50,14,Surface Ra 1.6µm
915,200,3,Phase 3 - Tournage,10,72,100,51,12,Surface Ra 1.6µm
916,200,4,Phase 4 - Ébavurage,9,82,364,5,5,
917,201,1,Phase 1 - Réglement / Montage,11,4,341,8,18,Centrage ±0.02mm
918,201,2,Phase 2 - Tournage,10,38,374,27,4,Cylindricité 0.02mm
919,201,3,Phase 3 - Fraisage,9,51,353,42,9,Parallélisme 0.03mm
920,201,4,Phase 4 - Fraisage,6,80,141,45,8,Surface Ra 3.2µm
921,201,5,Phase 5 - Fraisage,6,145,238,15,4,Surface Ra 3.2µm
922,201,6,Phase 6 - Ébavurage,2,48,163,12,1,Pas d'arêtes vives
923,202,1,Phase 1 - Réglement / Montage,7,96,236,3,12,Perpendicularité 0.02mm
924,202,2,Phase 2 - Perçage,4,34,159,6,8,Alésage H7
925,202,3,Phase 3 - Tournage,2,145,162,36,6,Cylindricité 0.02mm
926,202,4,Phase 4 - Tournage,2,46,152,26,14,Diamètre ±0.01mm
927,202,5,Phase 5 - Ébavurage,8,91,297,8,3,
928,203,1,Phase 1 - Réglement / Montage,9,44,19,8,9,Parallélisme 0.01mm
929,203,2,Phase 2 - Rectification,4,89,331,29,7,Cylindricité 0.005mm
930,203,3,Phase 3 - Fraisage,9,24,263,23,7,Parallélisme 0.03mm
931,203,4,Phase 4 - Fraisage,6,30,265,50,5,Profondeur ±0.05mm
932,203,5,Phase 5 - Tournage,10,83,191,46,9,Surface Ra 1.6µm
933,203,6,Phase 6 - Ébavurage,2,92,5,5,4,Rayon R0.2 max
934,204,1,Phase 1 - Débit / Tronçonnage,2,48,184,7,3,
935,204,2,Phase 2 - Fraisage,6,113,316,39,12,Profondeur ±0.05mm
936,204,3,Phase 3 - Contrôle qualité,8,63,130,16,6,Contrôle dimensionnel
937,205,1,Phase 1 - Débit / Tronçonnage,4,77,21,6,8,Cote brute ±0.5mm
938,205,2,Phase 2 - Fraisage,9,148,206,47,3,Parallélisme 0.03mm
939,205,3,Phase 3 - Fraisage,9,135,102,46,15,Parallélisme 0.03mm
940,205,4,Phase 4 - Tournage,5,14,47,29,15,Cylindricité 0.02mm
941,205,5,Phase 5 - Contrôle qualité,8,102,85,19,2,Mesure 3 points
942,206,1,Phase 1 - Débit / Tronçonnage,5,78,158,4,3,Longueur ±1mm
943,206,2,Phase 2 - Perçage,11,24,371,12,4,Alésage H7
944,206,3,Phase 3 - Ébavurage,5,89,52,10,5,
945,207,1,Phase 1 - Débit / Tronçonnage,7,121,343,9,8,
946,207,2,Phase 2 - Perçage,3,100,66,15,4,Taraudage M6
947,207,3,Phase 3 - Contrôle qualité,10,109,306,17,6,PDT 100%
948,208,1,Phase 1 - Débit / Tronçonnage,12,7,114,12,3,Longueur ±1mm
949,208,2,Phase 2 - Fraisage,9,129,1,49,12,Profondeur ±0.05mm
950,208,3,Phase 3 - Rectification,9,59,71,23,6,Surface Ra 0.8µm
951,208,4,Phase 4 - Tournage,7,24,174,34,13,Cylindricité 0.02mm
952,208,5,Phase 5 - Ébavurage,10,80,199,10,1,Rayon R0.2 max
953,209,1,Phase 1 - Réglement / Montage,4,46,84,8,8,
954,209,2,Phase 2 - Perçage,8,26,336,17,2,Perpendicularité 0.05mm
955,209,3,Phase 3 - Ébavurage,6,130,197,10,1,Rayon R0.2 max
956,210,1,Phase 1 - Réglement / Montage,9,103,217,2,14,
957,210,2,Phase 2 - Tournage,1,116,258,33,15,Diamètre ±0.01mm
958,210,3,Phase 3 - Perçage,8,29,92,18,10,Taraudage M6
959,210,4,Phase 4 - Perçage,3,39,4,15,6,Perpendicularité 0.05mm
960,210,5,Phase 5 - Contrôle qualité,6,117,223,6,5,Contrôle dimensionnel
961,211,1,Phase 1 - Débit / Tronçonnage,8,118,188,3,6,Planarite 0.3mm
962,211,2,Phase 2 - Tournage,5,76,393,11,11,Concentricité 0.01mm
963,211,3,Phase 3 - Tournage,5,107,9,38,8,Concentricité 0.01mm
964,211,4,Phase 4 - Fraisage,6,92,375,12,11,Profondeur ±0.05mm
965,211,5,Phase 5 - Ébavurage,2,137,49,5,2,
966,212,1,Phase 1 - Débit / Tronçonnage,10,89,235,14,6,Longueur ±1mm
967,212,2,Phase 2 - Rectification,11,146,235,9,4,Parallélisme 0.01mm
968,212,3,Phase 3 - Ébavurage,5,26,196,11,1,Rayon R0.2 max
969,213,1,Phase 1 - Réglement / Montage,10,109,206,2,10,Perpendicularité 0.02mm
970,213,2,Phase 2 - Perçage,3,111,60,11,6,Alésage H7
971,213,3,Phase 3 - Contrôle qualité,11,63,356,6,4,
972,214,1,Phase 1 - Débit / Tronçonnage,4,71,383,14,8,Longueur ±1mm
973,214,2,Phase 2 - Tournage,1,103,93,53,7,Concentricité 0.01mm
974,214,3,Phase 3 - Ébavurage,7,5,213,5,3,Rayon R0.2 max
975,215,1,Phase 1 - Débit / Tronçonnage,3,25,114,6,2,Planarite 0.3mm
976,215,2,Phase 2 - Tournage,10,74,373,55,12,Diamètre ±0.01mm
977,215,3,Phase 3 - Fraisage,9,139,200,40,11,Surface Ra 3.2µm
978,215,4,Phase 4 - Ébavurage,3,89,228,5,4,
979,216,1,Phase 1 - Débit / Tronçonnage,11,44,345,9,4,
980,216,2,Phase 2 - Tournage,10,21,324,41,11,Concentricité 0.01mm
981,216,3,Phase 3 - Tournage,10,95,156,28,15,Concentricité 0.01mm
982,216,4,Phase 4 - Fraisage,9,8,80,49,12,Parallélisme 0.03mm
983,216,5,Phase 5 - Contrôle qualité,6,111,213,5,8,Contrôle dimensionnel
984,217,1,Phase 1 - Réglement / Montage,8,61,193,10,9,
985,217,2,Phase 2 - Fraisage,6,25,203,23,6,Surface Ra 3.2µm
986,217,3,Phase 3 - Fraisage,6,41,393,35,11,Profondeur ±0.05mm
987,217,4,Phase 4 - Fraisage,6,108,307,27,8,Planéité 0.02mm
988,217,5,Phase 5 - Fraisage,9,129,275,44,9,Parallélisme 0.03mm
989,217,6,Phase 6 - Contrôle qualité,8,119,147,19,3,Mesure 3 points
990,218,1,Phase 1 - Débit / Tronçonnage,1,137,172,15,5,Longueur ±1mm
991,218,2,Phase 2 - Perçage,3,99,298,25,8,Taraudage M6
992,218,3,Phase 3 - Fraisage,6,58,71,49,12,Surface Ra 3.2µm
993,218,4,Phase 4 - Fraisage,9,6,167,49,6,Parallélisme 0.03mm
994,218,5,Phase 5 - Contrôle qualité,8,24,190,5,7,
995,219,1,Phase 1 - Réglement / Montage,7,42,235,7,12,Parallélisme 0.01mm
996,219,2,Phase 2 - Fraisage,6,83,68,28,4,Surface Ra 3.2µm
997,219,3,Phase 3 - Ébavurage,8,118,126,12,4,Pas d'arêtes vives
998,220,1,Phase 1 - Réglement / Montage,8,129,329,3,15,Parallélisme 0.01mm
999,220,2,Phase 2 - Tournage,1,2,384,12,13,Diamètre ±0.01mm
1000,220,3,Phase 3 - Perçage,11,99,37,18,6,Diamètre ±0.02mm
1001,220,4,Phase 4 - Perçage,3,113,247,6,6,Taraudage M6
1002,220,5,Phase 5 - Perçage,3,94,205,21,9,Taraudage M6
1003,220,6,Phase 6 - Perçage,3,38,135,23,3,Perpendicularité 0.05mm
1004,220,7,Phase 7 - Ébavurage,9,87,73,6,4,Pas d'arêtes vives
1005,221,1,Phase 1 - Débit / Tronçonnage,3,19,235,14,5,Longueur ±1mm
1006,221,2,Phase 2 - Perçage,8,76,353,19,7,Taraudage M6
1007,221,3,Phase 3 - Contrôle qualité,6,71,305,6,8,Mesure 3 points
1008,222,1,Phase 1 - Débit / Tronçonnage,10,7,114,8,6,Planarite 0.3mm
1009,222,2,Phase 2 - Perçage,8,41,291,25,6,Taraudage M6
1010,222,3,Phase 3 - Perçage,8,40,381,9,4,Alésage H7
1011,222,4,Phase 4 - Perçage,8,59,15,11,6,Perpendicularité 0.05mm
1012,222,5,Phase 5 - Contrôle qualité,10,94,370,17,5,Mesure 3 points
1013,223,1,Phase 1 - Réglement / Montage,9,40,301,10,15,Perpendicularité 0.02mm
1014,223,2,Phase 2 - Fraisage,9,44,269,40,5,Profondeur ±0.05mm
1015,223,3,Phase 3 - Rectification,1,17,176,15,7,Cylindricité 0.005mm
1016,223,4,Phase 4 - Tournage,5,31,333,22,8,Diamètre ±0.01mm
1017,223,5,Phase 5 - Ébavurage,9,4,383,11,2,
1018,224,1,Phase 1 - Débit / Tronçonnage,1,103,321,4,4,Cote brute ±0.5mm
1019,224,2,Phase 2 - Tournage,10,138,41,13,10,Cylindricité 0.02mm
1020,224,3,Phase 3 - Tournage,2,63,117,54,14,Diamètre ±0.01mm
1021,224,4,Phase 4 - Ébavurage,6,69,283,7,1,
1022,225,1,Phase 1 - Débit / Tronçonnage,2,34,268,7,2,Longueur ±1mm
1023,225,2,Phase 2 - Tournage,10,149,245,39,4,Surface Ra 1.6µm
1024,225,3,Phase 3 - Ébavurage,9,19,101,10,1,Rayon R0.2 max
1025,226,1,Phase 1 - Débit / Tronçonnage,7,26,278,12,3,
1026,226,2,Phase 2 - Tournage,1,149,221,17,14,Diamètre ±0.01mm
1027,226,3,Phase 3 - Contrôle qualité,7,117,1,13,8,
1028,227,1,Phase 1 - Réglement / Montage,8,46,169,10,20,Perpendicularité 0.02mm
1029,227,2,Phase 2 - Rectification,10,68,273,15,8,Parallélisme 0.01mm
1030,227,3,Phase 3 - Contrôle qualité,11,80,321,19,2,Mesure 3 points
1031,228,1,Phase 1 - Débit / Tronçonnage,3,131,241,10,3,Longueur ±1mm
