execution_outil_id,execution_id,outil_id,usure_debut,usure_fin,duree_utilisation
13910,13910,44,199,200,9
13911,13911,2,132,137,36
13912,13912,23,333,337,31
13913,13913,21,146,146,17
13914,13914,129,246,246,8
13915,13915,39,154,159,43
13916,13916,72,158,158,14
13917,13917,61,97,97,13
13918,13918,100,206,212,59
13919,13919,45,99,100,31
13920,13920,15,72,74,21
13921,13921,38,193,194,10
13922,13922,20,303,306,29
13923,13923,81,206,207,40
13924,13924,13,303,308,36
13925,13925,23,337,343,53
13926,13926,149,153,154,15
13927,13927,7,163,163,14
13928,13928,41,154,156,27
13929,13929,40,245,245,13
13930,13930,59,191,192,16
13931,13931,94,300,301,25
13932,13932,83,302,302,18
13933,13933,73,167,169,23
13934,13934,131,180,183,25
13935,13935,110,211,213,28
13936,13936,130,300,300,1
13937,13937,133,181,182,40
13938,13938,98,226,227,22
13939,13939,3,180,180,14
13940,13940,57,121,122,12
13941,13941,100,212,217,62
13942,13942,54,376,378,16
13943,13943,126,224,224,13
13944,13944,100,217,218,10
13945,13945,16,117,120,36
13946,13946,95,232,233,29
13947,13947,69,100,102,30
13948,13948,58,241,242,18
13949,13949,91,208,209,10
13950,13950,19,153,153,23
13951,13951,60,152,153,17
13952,13952,142,84,85,12
13953,13953,124,195,196,23
13954,13954,14,213,219,49
13955,13955,118,204,206,19
13956,13956,44,200,200,2
13957,13957,67,206,206,9
13958,13958,98,227,228,8
13959,13959,47,345,345,13
13960,13960,82,241,245,28
13961,13961,15,74,76,21
13962,13962,108,2359,2361,25
13963,13963,105,554,554,13
13964,13964,31,207,211,36
13965,13965,37,169,177,70
13966,13966,73,169,169,10
13967,13967,13,308,308,6
13968,13968,129,246,246,11
13969,13969,31,211,214,21
13970,13970,12,120,124,34
13971,13971,13,308,308,21
13972,13972,144,239,241,30
13973,13973,75,136,136,20
13974,13974,96,243,243,2
13975,13975,34,139,139,11
13976,13976,145,268,270,36
13977,13977,46,1676,1679,30
13978,13978,91,209,210,17
13979,13979,77,275,275,12
13980,13980,24,297,299,26
13981,13981,2,137,141,39
13982,13982,139,124,125,16
13983,13983,48,1264,1264,13
13984,13984,86,162,162,17
13985,13985,117,141,141,18
13986,13986,88,223,226,27
13987,13987,119,191,194,25
13988,13988,45,100,101,10
13989,13989,147,238,238,2
13990,13990,129,246,247,9
13991,13991,141,87,87,20
13992,13992,126,224,225,12
13993,13993,57,122,124,22
13994,13994,25,286,286,13
13995,13995,74,321,328,53
13996,13996,139,125,130,47
13997,13997,89,148,149,10
13998,13998,27,200,200,9
13999,13999,83,302,302,14
14000,14000,90,169,170,32
14001,14001,134,170,172,17
14002,14002,32,207,207,10
14003,14003,2,141,144,36
14004,14004,128,166,168,17
14005,14005,47,345,345,11
14006,14006,71,159,161,21
14007,14007,14,219,221,34
14008,14008,57,124,125,21
14009,14009,78,288,289,25
14010,14010,64,306,307,16
14011,14011,83,302,302,9
14012,14012,111,201,201,15
14013,14013,129,247,250,31
14014,14014,94,301,302,27
14015,14015,113,158,160,19
14016,14016,29,149,150,16
14017,14017,91,210,211,8
14018,14018,3,180,181,40
14019,14019,64,307,307,5
14020,14020,84,253,254,14
14021,14021,118,206,214,64
14022,14022,42,228,230,34
14023,14023,81,207,207,21
14024,14024,138,158,158,12
14025,14025,102,1216,1216,5
14026,14026,59,192,194,24
14027,14027,67,206,208,51
14028,14028,98,228,233,34
14029,14029,95,233,233,4
14030,14030,147,238,238,1
14031,14031,18,164,167,55
14032,14032,108,2361,2361,3
14033,14033,113,160,160,14
14034,14034,10,227,227,14
14035,14035,116,207,208,22
14036,14036,65,230,237,51
14037,14037,139,130,130,5
14038,14038,68,343,343,7
14039,14039,36,271,274,48
14040,14040,143,218,221,26
14041,14041,139,130,132,14
14042,14042,17,242,243,19
14043,14043,88,226,229,60
14044,14044,148,232,233,20
14045,14045,86,162,162,14
14046,14046,118,214,216,48
14047,14047,93,161,163,34
14048,14048,117,141,143,15
14049,14049,32,207,207,1
14050,14050,64,307,309,44
14051,14051,55,937,937,13
14052,14052,58,242,246,54
14053,14053,26,340,341,24
14054,14054,100,218,219,10
14055,14055,116,208,209,23
14056,14056,48,1264,1265,16
14057,14057,38,194,195,22
14058,14058,47,345,347,15
14059,14059,18,167,167,17
14060,14060,67,208,209,34
14061,14061,32,207,208,50
14062,14062,105,554,554,12
14063,14063,96,243,244,39
14064,14064,11,225,225,4
14065,14065,1,91,91,2
14066,14066,71,161,163,20
14067,14067,58,246,249,37
14068,14068,50,293,293,14
14069,14069,68,343,344,8
14070,14070,14,221,222,31
14071,14071,88,229,231,25
14072,14072,119,194,194,14
14073,14073,45,101,102,13
14074,14074,39,159,161,19
14075,14075,102,1216,1218,27
14076,14076,23,343,346,47
14077,14077,114,280,280,5
14078,14078,124,196,196,2
14079,14079,82,245,246,59
14080,14080,59,194,195,14
14081,14081,23,346,346,7
14082,14082,59,195,197,16
14083,14083,130,300,303,26
14084,14084,99,226,232,43
14085,14085,64,309,310,22
14086,14086,56,127,128,11
14087,14087,52,829,829,15
14088,14088,81,207,208,27
14089,14089,83,302,303,22
14090,14090,137,225,231,45
14091,14091,64,310,310,12
14092,14092,50,293,293,6
14093,14093,28,133,137,33
14094,14094,87,102,103,11
14095,14095,94,302,303,11
14096,14096,74,328,329,47
14097,14097,53,646,648,22
14098,14098,9,150,152,46
14099,14099,77,275,277,20
14100,14100,93,163,164,12
14101,14101,82,246,248,21
14102,14102,128,168,171,31
14103,14103,51,742,744,56
14104,14104,143,221,222,18
14105,14105,133,182,183,25
14106,14106,97,384,386,23
14107,14107,84,254,257,26
14108,14108,131,183,184,23
14109,14109,17,243,243,10
14110,14110,33,153,156,34
14111,14111,57,125,127,15
14112,14112,83,303,306,38
14113,14113,129,250,254,44
14114,14114,51,744,744,23
14115,14115,142,85,85,13
14116,14116,12,124,125,23
14117,14117,105,554,555,33
14118,14118,28,137,140,42
14119,14119,87,103,103,15
14120,14120,82,248,250,16
14121,14121,121,178,180,41
14122,14122,94,303,304,16
14123,14123,67,209,210,30
14124,14124,22,248,251,28
14125,14125,28,140,141,12
14126,14126,40,245,246,13
14127,14127,100,219,224,37
14128,14128,141,87,87,1
14129,14129,18,167,168,13
14130,14130,82,250,252,21
14131,14131,56,128,129,23
14132,14132,51,744,751,51
14133,14133,143,222,223,19
14134,14134,50,293,294,16
14135,14135,109,1237,1237,15
14136,14136,67,210,213,52
14137,14137,125,249,249,19
14138,14138,105,555,557,23
14139,14139,129,254,255,18
14140,14140,39,161,162,22
14141,14141,102,1218,1222,30
14142,14142,23,346,350,38
14143,14143,114,280,281,9
14144,14144,26,341,341,7
14145,14145,111,201,204,43
14146,14146,108,2361,2362,15
14147,14147,18,168,168,15
14148,14148,36,274,276,17
14149,14149,51,751,752,14
14150,14150,5,128,129,15
14151,14151,27,200,202,21
14152,14152,100,224,224,9
14153,14153,46,1679,1679,9
14154,14154,26,341,342,15
14155,14155,130,303,304,17
14156,14156,138,158,158,7
14157,14157,127,98,99,15
14158,14158,54,378,378,6
14159,14159,6,162,162,15
14160,14160,32,208,210,27
14161,14161,20,306,306,20
14162,14162,106,885,889,38
14163,14163,97,386,392,47
14164,14164,46,1679,1682,22
14165,14165,43,265,265,13
14166,14166,65,237,237,14
14167,14167,7,163,164,39
14168,14168,67,213,216,25
14169,14169,43,265,267,16
14170,14170,95,233,234,14
14171,14171,96,244,249,37
14172,14172,112,194,198,32
14173,14173,78,289,291,14
14174,14174,113,160,161,21
14175,14175,6,162,164,43
14176,14176,106,889,892,49
14177,14177,67,216,220,42
14178,14178,61,97,97,16
14179,14179,105,557,558,19
14180,14180,116,209,212,31
14181,14181,108,2362,2364,15
14182,14182,90,170,170,10
14183,14183,144,241,242,16
14184,14184,84,257,262,55
14185,14185,27,202,202,14
14186,14186,121,180,181,14
14187,14187,145,270,270,18
14188,14188,74,329,330,12
14189,14189,148,233,240,53
14190,14190,4,117,117,13
14191,14191,56,129,129,12
14192,14192,105,558,559,43
14193,14193,117,143,143,7
14194,14194,89,149,152,29
14195,14195,95,234,235,13
14196,14196,137,231,232,13
14197,14197,71,163,165,17
14198,14198,14,222,226,43
14199,14199,57,127,128,20
14200,14200,78,291,293,24
14201,14201,64,310,310,14
14202,14202,83,306,306,5
14203,14203,83,306,306,18
14204,14204,97,392,394,14
14205,14205,30,294,299,34
14206,14206,36,276,280,45
14207,14207,63,175,181,56
14208,14208,96,249,250,14
14209,14209,39,162,162,13
14210,14210,132,318,319,13
14211,14211,131,184,185,14
14212,14212,36,280,280,6
14213,14213,4,117,117,26
14214,14214,112,198,199,17
14215,14215,104,585,587,20
14216,14216,66,204,205,13
14217,14217,17,243,243,16
14218,14218,143,223,226,43
14219,14219,39,162,166,33
14220,14220,124,196,197,16
14221,14221,120,155,155,15
14222,14222,22,251,253,57
14223,14223,3,181,184,34
14224,14224,4,117,119,23
14225,14225,12,125,126,11
14226,14226,118,216,223,56
14227,14227,31,214,217,28
14228,14228,40,246,247,15
14229,14229,96,250,253,50
14230,14230,55,937,937,4
14231,14231,100,224,225,15
14232,14232,111,204,204,29
14233,14233,95,235,239,32
14234,14234,69,102,103,32
14235,14235,48,1265,1266,19
14236,14236,28,141,143,22
14237,14237,99,232,232,16
14238,14238,35,150,152,56
14239,14239,58,249,251,22
14240,14240,12,126,126,6
14241,14241,118,223,226,56
14242,14242,31,217,218,26
14243,14243,40,247,248,17
14244,14244,96,253,255,43
14245,14245,106,892,892,10
14246,14246,108,2364,2365,21
14247,14247,118,226,228,19
14248,14248,41,156,161,58
14249,14249,30,299,300,30
14250,14250,2,144,144,11
14251,14251,78,293,294,13
14252,14252,125,249,250,15
14253,14253,86,162,165,30
14254,14254,6,164,164,10
14255,14255,18,168,168,5
14256,14256,24,299,302,26
14257,14257,120,155,156,27
14258,14258,64,310,310,5
14259,14259,64,310,311,12
14260,14260,71,165,167,26
14261,14261,25,286,288,15
14262,14262,39,166,166,6
14263,14263,5,129,130,13
14264,14264,80,226,230,52
14265,14265,13,308,309,22
14266,14266,10,227,227,6
14267,14267,124,197,198,11
14268,14268,82,252,255,52
14269,14269,59,197,199,22
14270,14270,23,350,351,10
14271,14271,78,294,294,10
14272,14272,97,394,396,42
14273,14273,19,153,155,18
14274,14274,85,160,162,25
14275,14275,83,306,309,27
14276,14276,26,342,343,48
14277,14277,24,302,302,7
14278,14278,46,1682,1682,10
14279,14279,12,126,129,31
14280,14280,35,152,154,18
14281,14281,81,208,208,14
14282,14282,136,302,306,57
14283,14283,37,177,178,17
14284,14284,7,164,164,14
14285,14285,129,255,257,59
14286,14286,59,199,201,26
14287,14287,24,302,305,44
14288,14288,80,230,231,10
14289,14289,71,167,169,16
14290,14290,103,511,516,61
14291,14291,5,130,130,4
14292,14292,144,242,243,23
14293,14293,23,351,353,24
14294,14294,147,238,239,15
14295,14295,87,103,104,17
14296,14296,8,158,159,15
14297,14297,2,144,146,17
14298,14298,34,139,141,21
14299,14299,19,155,156,45
14300,14300,62,143,145,16
14301,14301,143,226,227,15
14302,14302,11,225,226,37
14303,14303,96,255,256,36
14304,14304,141,87,88,17
14305,14305,142,85,86,18
14306,14306,65,237,237,8
14307,14307,3,184,190,60
14308,14308,97,396,396,9
14309,14309,46,1682,1683,7
14310,14310,65,237,238,11
14311,14311,74,330,334,32
14312,14312,140,77,77,22
14313,14313,8,159,160,12
14314,14314,100,225,227,18
14315,14315,52,829,830,16
14316,14316,102,1222,1223,29
14317,14317,144,243,244,14
14318,14318,112,199,199,17
14319,14319,51,752,752,7
14320,14320,97,396,396,13
14321,14321,25,288,292,39
14322,14322,23,353,355,18
14323,14323,96,256,256,10
14324,14324,80,231,234,23
14325,14325,112,199,199,11
14326,14326,12,129,131,20
14327,14327,103,516,517,17
14328,14328,148,240,242,25
14329,14329,130,304,304,13
14330,14330,40,248,248,8
14331,14331,44,200,203,41
14332,14332,17,243,245,18
14333,14333,31,218,220,27
14334,14334,4,119,120,8
14335,14335,70,201,201,7
14336,14336,35,154,158,32
14337,14337,37,178,180,49
14338,14338,17,245,249,35
14339,14339,142,86,88,43
14340,14340,137,232,232,14
14341,14341,56,129,129,6
14342,14342,134,172,174,34
14343,14343,124,198,200,21
14344,14344,133,183,185,16
14345,14345,97,396,396,25
14346,14346,84,262,264,26
14347,14347,94,304,306,20
14348,14348,97,396,396,9
14349,14349,43,267,269,44
14350,14350,37,180,181,25
14351,14351,130,304,307,45
14352,14352,40,248,249,30
14353,14353,33,156,158,18
14354,14354,28,143,143,12
14355,14355,99,232,234,18
14356,14356,35,158,165,48
14357,14357,90,170,171,14
14358,14358,85,162,162,6
14359,14359,51,752,754,27
14360,14360,97,396,397,36
14361,14361,87,104,104,8
14362,14362,9,152,152,15
14363,14363,129,257,260,33
14364,14364,94,306,308,20
14365,14365,67,220,223,31
14366,14366,22,253,256,31
14367,14367,28,143,143,14
14368,14368,12,131,132,13
14369,14369,3,190,191,8
14370,14370,74,334,335,35
14371,14371,63,181,181,7
14372,14372,36,280,280,8
14373,14373,20,306,307,12
14374,14374,44,203,206,35
14375,14375,131,185,186,17
14376,14376,54,378,379,17
14377,14377,148,242,248,59
14378,14378,78,294,297,39
14379,14379,2,146,146,6
14380,14380,23,355,357,19
14381,14381,105,559,560,15
14382,14382,48,1266,1271,55
14383,14383,95,239,242,60
14384,14384,129,260,261,24
14385,14385,146,157,157,6
14386,14386,119,194,194,3
14387,14387,144,244,245,17
14388,14388,148,248,249,25
14389,14389,101,1816,1817,13
14390,14390,103,517,518,28
14391,14391,85,162,165,35
14392,14392,92,268,269,16
14393,14393,84,264,264,7
14394,14394,13,309,310,18
14395,14395,42,230,232,31
14396,14396,49,847,848,56
14397,14397,68,344,346,26
14398,14398,32,210,210,4
14399,14399,130,307,310,34
14400,14400,128,171,171,17
14401,14401,84,264,265,21
14402,14402,54,379,381,20
14403,14403,128,171,172,16
14404,14404,146,157,158,15
14405,14405,48,1271,1272,37
14406,14406,90,171,171,22
14407,14407,129,261,261,4
14408,14408,2,146,147,14
14409,14409,99,234,237,28
14410,14410,113,161,162,13
14411,14411,94,308,309,20
14412,14412,38,195,196,28
14413,14413,87,104,104,3
14414,14414,57,128,129,12
14415,14415,100,227,234,58
14416,14416,54,381,382,14
14417,14417,126,225,225,13
14418,14418,71,169,169,2
14419,14419,139,132,135,33
14420,14420,53,648,652,53
14421,14421,61,97,97,6
14422,14422,92,269,269,13
14423,14423,12,132,134,17
14424,14424,109,1237,1239,33
14425,14425,70,201,205,39
14426,14426,38,196,197,17
14427,14427,54,382,382,8
14428,14428,122,287,293,49
14429,14429,95,242,247,41
14430,14430,68,346,349,54
14431,14431,49,848,849,25
14432,14432,122,293,293,13
14433,14433,60,153,155,56
14434,14434,8,160,164,37
14435,14435,91,211,213,51
14436,14436,24,305,307,16
14437,14437,115,127,127,13
14438,14438,95,247,248,16
14439,14439,78,297,299,21
14440,14440,130,310,311,16
14441,14441,98,233,238,35
14442,14442,30,300,302,23
14443,14443,22,256,259,31
14444,14444,42,232,233,13
14445,14445,130,311,311,4
14446,14446,133,185,189,35
14447,14447,98,238,242,33
14448,14448,3,191,191,7
14449,14449,49,849,850,12
14450,14450,23,357,358,16
14451,14451,111,204,206,62
14452,14452,111,206,212,42
14453,14453,124,200,200,14
14454,14454,39,166,166,13
14455,14455,54,382,383,13
14456,14456,131,186,186,8
14457,14457,61,97,97,7
14458,14458,121,181,181,12
14459,14459,130,311,311,18
14460,14460,80,234,235,24
14461,14461,133,189,189,11
14462,14462,134,174,175,15
14463,14463,32,210,214,49
14464,14464,20,307,309,58
14465,14465,137,232,232,17
14466,14466,137,232,233,9
14467,14467,132,319,319,8
14468,14468,103,518,518,7
14469,14469,56,129,131,18
14470,14470,38,197,198,13
14471,14471,12,134,136,22
14472,14472,73,169,171,22
14473,14473,133,189,190,11
14474,14474,125,250,252,59
14475,14475,79,77,84,49
14476,14476,124,200,201,23
14477,14477,149,154,154,6
14478,14478,110,213,213,7
14479,14479,101,1817,1822,34
14480,14480,68,349,352,67
14481,14481,79,84,85,17
14482,14482,103,518,518,3
14483,14483,116,212,213,33
14484,14484,29,150,151,22
14485,14485,39,166,168,20
14486,14486,117,143,143,6
14487,14487,93,164,164,3
14488,14488,18,168,169,12
14489,14489,90,171,176,47
14490,14490,148,249,252,38
14491,14491,141,88,90,19
14492,14492,4,120,120,9
14493,14493,1,91,92,19
14494,14494,27,202,204,33
14495,14495,100,234,234,10
14496,14496,43,269,270,8
14497,14497,74,335,339,48
14498,14498,72,158,158,8
14499,14499,139,135,138,24
14500,14500,95,248,250,23
14501,14501,145,270,270,17
14502,14502,121,181,182,27
14503,14503,148,252,255,26
14504,14504,60,155,158,22
14505,14505,93,164,168,32
14506,14506,124,201,203,19
14507,14507,138,158,159,16
14508,14508,2,147,147,4
14509,14509,79,85,85,22
14510,14510,40,249,253,44
14511,14511,111,212,214,18
14512,14512,13,310,312,17
14513,14513,34,141,143,26
14514,14514,109,1239,1240,37
14515,14515,97,397,403,57
14516,14516,112,199,199,5
14517,14517,95,250,251,10
14518,14518,128,172,177,61
14519,14519,84,265,271,52
14520,14520,98,242,246,32
14521,14521,129,261,262,12
14522,14522,80,235,238,28
14523,14523,2,147,147,2
14524,14524,79,85,86,16
14525,14525,40,253,254,41
14526,14526,111,214,214,18
14527,14527,78,299,300,12
14528,14528,97,403,404,38
14529,14529,19,156,158,23
14530,14530,25,292,295,31
14531,14531,83,309,311,20
14532,14532,26,343,346,59
14533,14533,24,307,308,13
14534,14534,35,165,167,14
14535,14535,11,226,229,30
14536,14536,27,204,212,59
14537,14537,126,225,226,13
14538,14538,71,169,170,13
14539,14539,89,152,153,23
14540,14540,102,1223,1226,24
14541,14541,119,194,194,15
14542,14542,54,383,385,43
14543,14543,33,158,158,1
14544,14544,8,164,164,12
14545,14545,2,147,147,10
14546,14546,34,143,145,18
14547,14547,19,158,160,57
14548,14548,62,145,145,8
14549,14549,122,293,294,14
14550,14550,116,213,214,19
14551,14551,102,1226,1226,2
14552,14552,62,145,145,9
14553,14553,138,159,159,19
14554,14554,122,294,296,19
14555,14555,6,164,167,38
14556,14556,83,311,313,24
14557,14557,144,245,246,16
14558,14558,97,404,404,11
14559,14559,24,308,310,22
14560,14560,17,249,250,18
14561,14561,24,310,310,6
14562,14562,54,385,389,35
14563,14563,92,269,272,30
14564,14564,100,234,238,29
14565,14565,11,229,230,8
14566,14566,109,1240,1241,13
14567,14567,71,170,170,12
14568,14568,28,143,143,6
14569,14569,63,181,182,21
14570,14570,68,352,352,27
14571,14571,1,92,92,18
14572,14572,11,230,230,11
14573,14573,109,1241,1242,22
14574,14574,71,170,171,18
14575,14575,145,270,270,11
14576,14576,93,168,168,23
14577,14577,41,161,164,45
14578,14578,84,271,272,11
14579,14579,27,212,212,7
14580,14580,39,168,168,6
14581,14581,64,311,314,30
14582,14582,132,319,322,50
14583,14583,115,127,127,19
14584,14584,36,280,280,11
14585,14585,55,937,938,14
14586,14586,51,754,754,23
14587,14587,106,892,894,19
14588,14588,89,153,154,14
14589,14589,48,1272,1275,57
14590,14590,33,158,160,23
14591,14591,105,560,561,12
14592,14592,116,214,216,26
14593,14593,108,2365,2366,11
14594,14594,130,311,312,14
14595,14595,140,77,78,15
14596,14596,102,1226,1228,34
14597,14597,80,238,239,22
14598,14598,97,404,404,14
14599,14599,7,164,164,1
14600,14600,26,346,348,69
14601,14601,14,226,226,11
14602,14602,94,309,309,6
14603,14603,81,208,211,30
14604,14604,73,171,172,16
14605,14605,71,171,172,52
14606,14606,16,120,123,25
14607,14607,14,226,226,7
14608,14608,43,270,270,16
14609,14609,74,339,344,57
14610,14610,72,158,159,13
14611,14611,139,138,140,30
14612,14612,95,251,252,18
14613,14613,73,172,173,21
14614,14614,121,182,184,20
14615,14615,96,256,261,40
14616,14616,99,237,239,17
14617,14617,99,239,240,12
14618,14618,22,259,259,15
14619,14619,132,322,323,23
14620,14620,95,252,255,32
14621,14621,85,165,165,9
14622,14622,10,227,228,14
14623,14623,28,143,145,20
14624,14624,99,240,241,18
14625,14625,35,167,170,54
14626,14626,58,251,252,11
14627,14627,39,168,168,7
14628,14628,5,130,132,14
14629,14629,80,239,246,52
14630,14630,13,312,313,32
14631,14631,10,228,228,8
14632,14632,58,252,253,12
14633,14633,102,1228,1232,32
14634,14634,33,160,166,47
14635,14635,41,164,164,12
14636,14636,143,227,229,18
14637,14637,23,358,363,43
14638,14638,73,173,175,22
14639,14639,83,313,315,19
14640,14640,109,1242,1242,14
14641,14641,47,347,347,17
14642,14642,148,255,255,10
14643,14643,110,213,215,16
14644,14644,28,145,148,23
14645,14645,99,241,241,13
14646,14646,35,170,176,60
14647,14647,58,253,255,19
14648,14648,124,203,203,9
14649,14649,82,255,262,53
14650,14650,59,201,201,15
14651,14651,23,363,363,7
14652,14652,70,205,205,3
14653,14653,113,162,165,45
14654,14654,6,167,168,22
14655,14655,138,159,161,17
14656,14656,147,239,240,11
14657,14657,129,262,263,16
14658,14658,141,90,91,25
14659,14659,126,226,226,25
14660,14660,57,129,131,21
14661,14661,74,344,345,12
14662,14662,96,261,263,18
14663,14663,89,154,154,2
14664,14664,45,102,102,5
14665,14665,148,255,257,48
14666,14666,9,152,155,28
14667,14667,137,233,235,23
14668,14668,118,228,228,9
14669,14669,122,296,296,10
14670,14670,36,280,280,16
14671,14671,89,154,157,27
14672,14672,21,146,146,9
14673,14673,137,235,237,24
14674,14674,23,363,365,17
14675,14675,103,518,518,8
14676,14676,149,154,159,40
14677,14677,29,151,152,21
14678,14678,39,168,168,20
14679,14679,117,143,143,11
14680,14680,98,246,247,7
14681,14681,23,365,367,20
14682,14682,138,161,165,31
14683,14683,12,136,140,39
14684,14684,18,169,169,6
14685,14685,41,164,165,17
14686,14686,59,201,204,24
14687,14687,91,213,217,40
14688,14688,107,1319,1321,43
14689,14689,117,143,143,8
14690,14690,85,165,165,18
14691,14691,61,97,98,14
14692,14692,20,309,313,48
14693,14693,51,754,754,1
14694,14694,113,165,166,15
14695,14695,127,99,101,34
14696,14696,32,214,221,63
14697,14697,9,155,156,38
14698,14698,49,850,850,9
14699,14699,95,255,255,5
14700,14700,103,518,526,55
14701,14701,13,313,313,20
14702,14702,101,1822,1825,21
14703,14703,18,169,170,10
14704,14704,47,347,350,41
14705,14705,106,894,899,53
14706,14706,99,241,242,32
14707,14707,139,140,141,21
14708,14708,40,254,255,13
14709,14709,74,345,347,22
14710,14710,140,78,79,12
14711,14711,135,217,218,13
14712,14712,125,252,253,14
14713,14713,79,86,90,32
14714,14714,10,228,231,48
14715,14715,128,177,178,18
14716,14716,36,280,280,14
14717,14717,16,123,124,23
14718,14718,107,1321,1323,59
14719,14719,11,230,230,18
14720,14720,123,184,185,19
14721,14721,17,250,251,14
14722,14722,35,176,178,22
14723,14723,97,404,404,21
14724,14724,59,204,206,31
14725,14725,13,313,314,16
14726,14726,150,292,292,8
14727,14727,125,253,258,37
14728,14728,81,211,213,40
14729,14729,92,272,273,14
14730,14730,36,280,283,31
14731,14731,78,300,300,18
14732,14732,145,270,272,19
14733,14733,121,184,185,31
14734,14734,148,257,259,31
14735,14735,60,158,159,15
14736,14736,93,168,172,40
14737,14737,124,203,205,18
14738,14738,138,165,165,12
14739,14739,28,148,148,17
14740,14740,99,242,243,24
14741,14741,35,178,182,57
14742,14742,58,255,256,19
14743,14743,43,270,270,6
14744,14744,21,146,148,47
14745,14745,95,255,256,25
14746,14746,8,164,168,47
14747,14747,111,214,214,9
14748,14748,65,238,238,15
14749,14749,74,347,350,28
14750,14750,140,79,81,24
14751,14751,8,168,171,24
14752,14752,77,277,277,12
14753,14753,148,259,261,51
14754,14754,135,218,223,55
14755,14755,14,226,230,37
14756,14756,102,1232,1232,17
14757,14757,7,164,164,16
14758,14758,129,263,269,51
14759,14759,59,206,207,26
14760,14760,24,310,314,31
14761,14761,80,246,246,11
14762,14762,19,160,160,6
14763,14763,41,165,166,49
14764,14764,9,156,157,14
14765,14765,109,1242,1242,7
14766,14766,25,295,298,37
14767,14767,65,238,241,24
14768,14768,86,165,167,17
14769,14769,149,159,159,15
14770,14770,33,166,168,15
14771,14771,49,850,850,4
14772,14772,23,367,367,10
14773,14773,50,294,302,58
14774,14774,111,214,216,42
14775,14775,124,205,205,15
14776,14776,67,223,223,11
14777,14777,17,251,253,34
14778,14778,4,120,122,32
14779,14779,38,198,199,42
14780,14780,146,158,161,26
14781,14781,16,124,124,12
14782,14782,5,132,132,12
14783,14783,58,256,258,14
14784,14784,104,587,588,10
14785,14785,121,185,186,10
14786,14786,100,238,241,22
14787,14787,109,1242,1244,24
14788,14788,16,124,124,8
14789,14789,112,199,199,21
14790,14790,53,652,654,29
14791,14791,139,141,144,39
14792,14792,112,199,199,6
14793,14793,71,172,173,22
14794,14794,97,404,408,29
14795,14795,84,272,273,22
14796,14796,94,309,310,20
14797,14797,40,255,255,6
14798,14798,76,169,169,18
14799,14799,140,81,82,12
14800,14800,4,122,122,7
14801,14801,1,92,93,11
14802,14802,27,212,214,33
14803,14803,100,241,241,3
14804,14804,103,526,526,18
14805,14805,56,131,132,20
14806,14806,38,199,199,7
14807,14807,12,140,143,25
14808,14808,73,175,177,24
14809,14809,39,168,169,10
14810,14810,5,132,132,10
14811,14811,80,246,251,58
14812,14812,13,314,318,30
14813,14813,10,231,232,11
14814,14814,13,318,318,5
14815,14815,129,269,269,8
14816,14816,31,220,221,31
14817,14817,12,143,146,25
14818,14818,13,318,318,18
14819,14819,144,246,247,24
14820,14820,93,172,173,18
14821,14821,108,2366,2367,12
14822,14822,118,228,229,16
14823,14823,81,213,219,51
14824,14824,135,223,225,29
14825,14825,2,147,149,19
14826,14826,39,169,169,7
14827,14827,64,314,316,28
14828,14828,132,323,329,44
14829,14829,115,127,127,18
14830,14830,36,283,283,3
14831,14831,43,270,271,13
14832,14832,74,350,355,52
14833,14833,72,159,159,10
14834,14834,139,144,147,26
14835,14835,95,256,258,24
14836,14836,58,258,258,6
14837,14837,97,408,409,42
14838,14838,35,182,182,8
14839,14839,56,132,133,27
14840,14840,83,315,317,19
14841,14841,36,283,284,7
14842,14842,4,122,124,25
14843,14843,39,169,170,22
14844,14844,104,588,589,27
14845,14845,74,355,355,7
14846,14846,118,229,235,64
14847,14847,42,233,237,36
14848,14848,81,219,222,24
14849,14849,11,230,230,6
14850,14850,16,124,126,19
14851,14851,74,355,356,37
14852,14852,122,296,297,45
14853,14853,116,216,219,25
14854,14854,57,131,132,17
14855,14855,57,132,133,16
14856,14856,71,173,174,13
14857,14857,103,526,530,50
14858,14858,5,132,133,10
14859,14859,45,102,102,4
14860,14860,142,88,89,17
14861,14861,41,166,166,10
14862,14862,55,938,940,35
14863,14863,20,313,315,19
14864,14864,61,98,98,2
14865,14865,100,241,243,64
14866,14866,45,102,104,26
14867,14867,15,76,76,18
14868,14868,37,181,181,6
14869,14869,24,314,316,14
14870,14870,89,157,158,10
14871,14871,141,91,91,1
14872,14872,54,389,391,27
14873,14873,12,146,148,18
14874,14874,5,133,134,17
14875,14875,95,258,258,7
14876,14876,11,230,230,6
14877,14877,106,899,904,48
14878,14878,34,145,145,17
14879,14879,94,310,311,11
14880,14880,97,409,410,19
14881,14881,30,302,303,43
14882,14882,36,284,285,47
14883,14883,112,199,204,62
14884,14884,96,263,263,7
14885,14885,32,221,222,13
14886,14886,2,149,151,30
14887,14887,128,178,179,11
14888,14888,103,530,531,18
14889,14889,56,133,136,27
14890,14890,38,199,199,13
14891,14891,12,148,149,17
14892,14892,73,177,178,20
14893,14893,38,199,200,23
14894,14894,148,261,262,22
14895,14895,128,179,180,20
14896,14896,26,348,350,25
14897,14897,48,1275,1279,35
14898,14898,90,176,179,27
14899,14899,43,271,271,6
14900,14900,65,241,243,17
